video_id,movie_or_real,person_id,action
3bCoGC532p8_009,r,1,79
3bCoGC532p8_010,r,1,17
3bCoGC532p8_010,r,1,12
3bCoGC532p8_010,r,1,79
3bCoGC532p8_011,r,1,12
3bCoGC532p8_011,r,1,17
3bCoGC532p8_011,r,1,79
3bCoGC532p8_012,r,1,12
3bCoGC532p8_012,r,1,17
3bCoGC532p8_012,r,1,79
3bCoGC532p8_013,r,1,12
3bCoGC532p8_013,r,1,17
3bCoGC532p8_013,r,1,79
3bCoGC532p8_014,r,1,12
3bCoGC532p8_014,r,1,17
3bCoGC532p8_014,r,1,79
3bCoGC532p8_015,r,1,12
3bCoGC532p8_015,r,1,17
3bCoGC532p8_015,r,1,79
3bCoGC532p8_016,r,1,12
3bCoGC532p8_016,r,1,17
3bCoGC532p8_016,r,1,79
3bCoGC532p8_017,r,1,12
3bCoGC532p8_017,r,1,17
3bCoGC532p8_017,r,1,79
3bCoGC532p8_018,r,1,12
3bCoGC532p8_018,r,1,17
3bCoGC532p8_018,r,1,79
3bCoGC532p8_019,r,1,12
3bCoGC532p8_019,r,1,17
3bCoGC532p8_019,r,1,79
3bCoGC532p8_019,r,1,47
3bCoGC532p8_020,r,1,12
3bCoGC532p8_020,r,1,17
3bCoGC532p8_020,r,1,79
3bCoGC532p8_021,r,1,12
3bCoGC532p8_021,r,1,17
3bCoGC532p8_021,r,1,79
3bCoGC532p8_022,r,1,12
3bCoGC532p8_022,r,1,17
3bCoGC532p8_022,r,1,79
3bCoGC532p8_023,r,1,12
3bCoGC532p8_023,r,1,79
3bCoGC532p8_023,r,1,36
3bCoGC532p8_023,r,1,47
3bCoGC532p8_024,r,1,17
3bCoGC532p8_024,r,1,79
3bCoGC532p8_024,r,1,12
3bCoGC532p8_025,r,1,12
3bCoGC532p8_025,r,1,17
3bCoGC532p8_025,r,1,79
3bCoGC532p8_026,r,1,12
3bCoGC532p8_026,r,1,17
3bCoGC532p8_026,r,1,79
3bCoGC532p8_026,r,1,36
3bCoGC532p8_027,r,1,12
3bCoGC532p8_027,r,1,17
3bCoGC532p8_027,r,1,79
3bCoGC532p8_028,r,1,12
3bCoGC532p8_028,r,1,17
3bCoGC532p8_028,r,1,79
3bCoGC532p8_028,r,1,47
3bCoGC532p8_029,r,1,12
3bCoGC532p8_029,r,1,79
3bCoGC532p8_029,r,1,36
3bCoGC532p8_030,r,1,12
3bCoGC532p8_030,r,1,17
3bCoGC532p8_031,r,1,12
3bCoGC532p8_031,r,1,17
3bCoGC532p8_032,r,1,12
3bCoGC532p8_032,r,1,17
3bCoGC532p8_033,r,1,12
3bCoGC532p8_033,r,1,17
3bCoGC532p8_034,r,1,12
3bCoGC532p8_034,r,1,17
3bCoGC532p8_035,r,1,12
3bCoGC532p8_035,r,1,17
3bCoGC532p8_035,r,1,79
3bCoGC532p8_035,r,1,69
3bCoGC532p8_036,r,1,12
3bCoGC532p8_036,r,1,17
3bCoGC532p8_037,r,1,12
3bCoGC532p8_037,r,1,17
3bCoGC532p8_038,r,1,12
3bCoGC532p8_038,r,1,17
3bCoGC532p8_038,r,1,79
3bCoGC532p8_039,r,1,12
3bCoGC532p8_039,r,1,17
3bCoGC532p8_039,r,1,79
3bCoGC532p8_040,r,1,12
3bCoGC532p8_040,r,1,17
3bCoGC532p8_040,r,1,79
3bCoGC532p8_041,r,1,12
3bCoGC532p8_041,r,1,17
3bCoGC532p8_041,r,1,79
3bCoGC532p8_042,r,1,12
3bCoGC532p8_042,r,1,17
3bCoGC532p8_042,r,1,79
3bCoGC532p8_043,r,1,12
3bCoGC532p8_043,r,1,17
3bCoGC532p8_043,r,1,79
3bCoGC532p8_044,r,1,12
3bCoGC532p8_044,r,1,17
3bCoGC532p8_044,r,1,79
3bCoGC532p8_045,r,1,12
3bCoGC532p8_045,r,1,17
3bCoGC532p8_045,r,1,79
3bCoGC532p8_046,r,1,12
3bCoGC532p8_046,r,1,17
3bCoGC532p8_046,r,1,79
3bCoGC532p8_046,r,1,47
3bCoGC532p8_047,r,1,14
3bCoGC532p8_048,r,1,14
3bCoGC532p8_048,r,1,17
3bCoGC532p8_049,r,1,12
3bCoGC532p8_049,r,1,17
3bCoGC532p8_049,r,1,59
3bCoGC532p8_049,r,1,79
3bCoGC532p8_050,r,1,12
3bCoGC532p8_050,r,1,79
3bCoGC532p8_050,r,1,36
3bCoGC532p8_051,r,1,12
3bCoGC532p8_051,r,1,17
3bCoGC532p8_051,r,1,27
3bCoGC532p8_052,r,1,12
3bCoGC532p8_052,r,1,17
3bCoGC532p8_052,r,1,36
3bCoGC532p8_053,r,1,12
3bCoGC532p8_053,r,1,17
3bCoGC532p8_053,r,1,79
3bCoGC532p8_054,r,1,12
3bCoGC532p8_054,r,1,17
3bCoGC532p8_054,r,1,79
3bCoGC532p8_055,r,1,12
3bCoGC532p8_055,r,1,17
3bCoGC532p8_055,r,1,79
3bCoGC532p8_056,r,1,12
3bCoGC532p8_056,r,1,17
3bCoGC532p8_056,r,1,79
3bCoGC532p8_056,r,1,47
3bCoGC532p8_057,r,1,12
3bCoGC532p8_057,r,1,17
3bCoGC532p8_057,r,1,79
3bCoGC532p8_058,r,1,12
3bCoGC532p8_058,r,1,17
3bCoGC532p8_058,r,1,79
3bCoGC532p8_059,r,1,12
3bCoGC532p8_059,r,1,17
3bCoGC532p8_059,r,1,79
3bCoGC532p8_060,r,1,12
3bCoGC532p8_060,r,1,17
3bCoGC532p8_060,r,1,79
8Hj3GnPRsJ4_002,r,1,12
8Hj3GnPRsJ4_002,r,1,17
8Hj3GnPRsJ4_002,r,1,79
8Hj3GnPRsJ4_003,r,1,12
8Hj3GnPRsJ4_003,r,1,36
8Hj3GnPRsJ4_003,r,1,47
8Hj3GnPRsJ4_003,r,1,79
8Hj3GnPRsJ4_004,r,1,12
8Hj3GnPRsJ4_004,r,1,17
8Hj3GnPRsJ4_004,r,1,79
8Hj3GnPRsJ4_005,r,1,12
8Hj3GnPRsJ4_005,r,1,79
8Hj3GnPRsJ4_005,r,1,47
8Hj3GnPRsJ4_006,r,1,12
8Hj3GnPRsJ4_006,r,1,59
8Hj3GnPRsJ4_006,r,1,69
8Hj3GnPRsJ4_006,r,1,79
8Hj3GnPRsJ4_007,r,1,12
8Hj3GnPRsJ4_007,r,1,17
8Hj3GnPRsJ4_007,r,1,79
8Hj3GnPRsJ4_008,r,1,12
8Hj3GnPRsJ4_008,r,1,17
8Hj3GnPRsJ4_008,r,1,79
8Hj3GnPRsJ4_009,r,1,12
8Hj3GnPRsJ4_009,r,1,17
8Hj3GnPRsJ4_009,r,1,79
8Hj3GnPRsJ4_010,r,1,12
8Hj3GnPRsJ4_010,r,1,17
8Hj3GnPRsJ4_010,r,1,79
8Hj3GnPRsJ4_011,r,1,12
8Hj3GnPRsJ4_011,r,1,17
8Hj3GnPRsJ4_011,r,1,79
8Hj3GnPRsJ4_011,r,1,47
8Hj3GnPRsJ4_012,r,1,12
8Hj3GnPRsJ4_012,r,1,79
8Hj3GnPRsJ4_012,r,1,47
8Hj3GnPRsJ4_012,r,1,36
8Hj3GnPRsJ4_013,r,1,12
8Hj3GnPRsJ4_013,r,1,17
8Hj3GnPRsJ4_013,r,1,79
8Hj3GnPRsJ4_013,r,1,36
8Hj3GnPRsJ4_014,r,1,12
8Hj3GnPRsJ4_014,r,1,17
8Hj3GnPRsJ4_014,r,1,79
8Hj3GnPRsJ4_014,r,1,47
8Hj3GnPRsJ4_014,r,1,36
8Hj3GnPRsJ4_015,r,1,12
8Hj3GnPRsJ4_015,r,1,17
8Hj3GnPRsJ4_015,r,1,79
8Hj3GnPRsJ4_015,r,1,47
8Hj3GnPRsJ4_016,r,1,12
8Hj3GnPRsJ4_016,r,1,17
8Hj3GnPRsJ4_016,r,1,79
8Hj3GnPRsJ4_016,r,1,47
8Hj3GnPRsJ4_017,r,1,12
8Hj3GnPRsJ4_017,r,1,17
8Hj3GnPRsJ4_017,r,1,79
8Hj3GnPRsJ4_018,r,1,12
8Hj3GnPRsJ4_018,r,1,17
8Hj3GnPRsJ4_018,r,1,79
8Hj3GnPRsJ4_019,r,1,12
8Hj3GnPRsJ4_019,r,1,17
8Hj3GnPRsJ4_020,r,1,12
8Hj3GnPRsJ4_020,r,1,17
8Hj3GnPRsJ4_020,r,1,79
8Hj3GnPRsJ4_020,r,1,36
8Hj3GnPRsJ4_020,r,1,47
8Hj3GnPRsJ4_021,r,1,12
8Hj3GnPRsJ4_021,r,1,17
8Hj3GnPRsJ4_021,r,1,79
8Hj3GnPRsJ4_021,r,1,36
8Hj3GnPRsJ4_022,r,1,12
8Hj3GnPRsJ4_022,r,1,17
8Hj3GnPRsJ4_022,r,1,79
8Hj3GnPRsJ4_022,r,1,47
8Hj3GnPRsJ4_023,r,1,12
8Hj3GnPRsJ4_023,r,1,17
8Hj3GnPRsJ4_023,r,1,79
8Hj3GnPRsJ4_023,r,1,47
8Hj3GnPRsJ4_024,r,1,12
8Hj3GnPRsJ4_024,r,1,17
8Hj3GnPRsJ4_024,r,1,79
8Hj3GnPRsJ4_024,r,1,36
8Hj3GnPRsJ4_024,r,1,47
8Hj3GnPRsJ4_025,r,1,12
8Hj3GnPRsJ4_025,r,1,17
8Hj3GnPRsJ4_025,r,1,79
8Hj3GnPRsJ4_025,r,1,36
8Hj3GnPRsJ4_026,r,1,12
8Hj3GnPRsJ4_026,r,1,17
8Hj3GnPRsJ4_026,r,1,79
8Hj3GnPRsJ4_026,r,1,36
8Hj3GnPRsJ4_027,r,1,12
8Hj3GnPRsJ4_027,r,1,17
8Hj3GnPRsJ4_027,r,1,79
8Hj3GnPRsJ4_028,r,1,12
8Hj3GnPRsJ4_028,r,1,17
8Hj3GnPRsJ4_028,r,1,79
8Hj3GnPRsJ4_029,r,1,12
8Hj3GnPRsJ4_029,r,1,17
8Hj3GnPRsJ4_029,r,1,79
8Hj3GnPRsJ4_030,r,1,12
8Hj3GnPRsJ4_030,r,1,17
8Hj3GnPRsJ4_030,r,1,79
8Hj3GnPRsJ4_030,r,1,36
8Hj3GnPRsJ4_031,r,1,12
8Hj3GnPRsJ4_031,r,1,17
8Hj3GnPRsJ4_031,r,1,79
8Hj3GnPRsJ4_031,r,1,36
8Hj3GnPRsJ4_032,r,1,12
8Hj3GnPRsJ4_032,r,1,17
8Hj3GnPRsJ4_032,r,1,79
8Hj3GnPRsJ4_032,r,1,36
8Hj3GnPRsJ4_033,r,1,12
8Hj3GnPRsJ4_033,r,1,17
8Hj3GnPRsJ4_033,r,1,79
8Hj3GnPRsJ4_034,r,1,12
8Hj3GnPRsJ4_034,r,1,17
8Hj3GnPRsJ4_034,r,1,79
8Hj3GnPRsJ4_034,r,1,36
8Hj3GnPRsJ4_035,r,1,12
8Hj3GnPRsJ4_035,r,1,17
8Hj3GnPRsJ4_035,r,1,79
8Hj3GnPRsJ4_035,r,1,36
8Hj3GnPRsJ4_036,r,1,12
8Hj3GnPRsJ4_036,r,1,17
8Hj3GnPRsJ4_036,r,1,79
8Hj3GnPRsJ4_036,r,1,36
8Hj3GnPRsJ4_037,r,1,12
8Hj3GnPRsJ4_037,r,1,17
8Hj3GnPRsJ4_037,r,1,79
8Hj3GnPRsJ4_037,r,1,47
8Hj3GnPRsJ4_038,r,1,12
8Hj3GnPRsJ4_038,r,1,17
8Hj3GnPRsJ4_038,r,1,79
8Hj3GnPRsJ4_038,r,1,36
8Hj3GnPRsJ4_039,r,1,12
8Hj3GnPRsJ4_039,r,1,17
8Hj3GnPRsJ4_039,r,1,79
8Hj3GnPRsJ4_039,r,1,47
8Hj3GnPRsJ4_040,r,1,12
8Hj3GnPRsJ4_040,r,1,17
8Hj3GnPRsJ4_040,r,1,79
8Hj3GnPRsJ4_041,r,1,12
8Hj3GnPRsJ4_041,r,1,17
8Hj3GnPRsJ4_041,r,1,79
8Hj3GnPRsJ4_041,r,1,36
8Hj3GnPRsJ4_042,r,1,12
8Hj3GnPRsJ4_042,r,1,17
8Hj3GnPRsJ4_042,r,1,79
8Hj3GnPRsJ4_042,r,1,47
8Hj3GnPRsJ4_043,r,1,12
8Hj3GnPRsJ4_043,r,1,17
8Hj3GnPRsJ4_043,r,1,79
8Hj3GnPRsJ4_044,r,1,12
8Hj3GnPRsJ4_044,r,1,17
8Hj3GnPRsJ4_044,r,1,79
8Hj3GnPRsJ4_044,r,1,47
8Hj3GnPRsJ4_045,r,1,12
8Hj3GnPRsJ4_045,r,1,17
8Hj3GnPRsJ4_045,r,1,36
8Hj3GnPRsJ4_045,r,1,47
8Hj3GnPRsJ4_046,r,1,12
8Hj3GnPRsJ4_046,r,1,17
8Hj3GnPRsJ4_046,r,1,79
8Hj3GnPRsJ4_046,r,1,36
8Hj3GnPRsJ4_047,r,1,12
8Hj3GnPRsJ4_047,r,1,17
8Hj3GnPRsJ4_047,r,1,79
8Hj3GnPRsJ4_048,r,1,12
8Hj3GnPRsJ4_048,r,1,17
8Hj3GnPRsJ4_048,r,1,79
8Hj3GnPRsJ4_048,r,1,47
8Hj3GnPRsJ4_048,r,1,26
8Hj3GnPRsJ4_049,r,1,12
8Hj3GnPRsJ4_049,r,1,17
8Hj3GnPRsJ4_049,r,1,79
8Hj3GnPRsJ4_049,r,1,26
8Hj3GnPRsJ4_049,r,1,36
8Hj3GnPRsJ4_050,r,1,12
8Hj3GnPRsJ4_050,r,1,17
8Hj3GnPRsJ4_050,r,1,79
8Hj3GnPRsJ4_050,r,1,47
8Hj3GnPRsJ4_051,r,1,12
8Hj3GnPRsJ4_051,r,1,17
8Hj3GnPRsJ4_051,r,1,79
8Hj3GnPRsJ4_051,r,1,26
8Hj3GnPRsJ4_052,r,1,12
8Hj3GnPRsJ4_052,r,1,17
8Hj3GnPRsJ4_052,r,1,26
8Hj3GnPRsJ4_053,r,1,12
8Hj3GnPRsJ4_053,r,1,17
8Hj3GnPRsJ4_053,r,1,79
8Hj3GnPRsJ4_054,r,1,12
8Hj3GnPRsJ4_054,r,1,17
8Hj3GnPRsJ4_054,r,1,79
8Hj3GnPRsJ4_054,r,1,47
8Hj3GnPRsJ4_055,r,1,12
8Hj3GnPRsJ4_055,r,1,17
8Hj3GnPRsJ4_055,r,1,79
8Hj3GnPRsJ4_055,r,1,36
8Hj3GnPRsJ4_056,r,1,12
8Hj3GnPRsJ4_056,r,1,17
8Hj3GnPRsJ4_056,r,1,79
8Hj3GnPRsJ4_057,r,1,12
8Hj3GnPRsJ4_057,r,1,17
8Hj3GnPRsJ4_057,r,1,79
8Hj3GnPRsJ4_057,r,1,26
8Hj3GnPRsJ4_058,r,1,12
8Hj3GnPRsJ4_058,r,1,17
8Hj3GnPRsJ4_058,r,1,79
8Hj3GnPRsJ4_058,r,1,26
8Hj3GnPRsJ4_059,r,1,12
8Hj3GnPRsJ4_059,r,1,17
8Hj3GnPRsJ4_059,r,1,79
8Hj3GnPRsJ4_059,r,1,36
8Hj3GnPRsJ4_060,r,1,12
8Hj3GnPRsJ4_060,r,1,17
8Hj3GnPRsJ4_060,r,1,79
8Hj3GnPRsJ4_060,r,1,36
8Hj3GnPRsJ4_061,r,1,12
8Hj3GnPRsJ4_061,r,1,17
8Hj3GnPRsJ4_061,r,1,79
8Hj3GnPRsJ4_061,r,1,36
8Hj3GnPRsJ4_061,r,1,47
8Hj3GnPRsJ4_062,r,1,12
8Hj3GnPRsJ4_062,r,1,17
8Hj3GnPRsJ4_062,r,1,79
8Hj3GnPRsJ4_063,r,1,12
8Hj3GnPRsJ4_063,r,1,17
8Hj3GnPRsJ4_063,r,1,79
8Hj3GnPRsJ4_064,r,1,12
8Hj3GnPRsJ4_064,r,1,17
8Hj3GnPRsJ4_064,r,1,79
8Hj3GnPRsJ4_064,r,1,47
8Hj3GnPRsJ4_065,r,1,12
8Hj3GnPRsJ4_065,r,1,17
8Hj3GnPRsJ4_065,r,1,79
8Hj3GnPRsJ4_065,r,1,36
8Hj3GnPRsJ4_066,r,1,12
8Hj3GnPRsJ4_066,r,1,17
8Hj3GnPRsJ4_066,r,1,79
8Hj3GnPRsJ4_066,r,1,26
8Hj3GnPRsJ4_066,r,1,47
8Hj3GnPRsJ4_067,r,1,12
8Hj3GnPRsJ4_067,r,1,17
8Hj3GnPRsJ4_067,r,1,26
8Hj3GnPRsJ4_068,r,1,12
8Hj3GnPRsJ4_068,r,1,17
8Hj3GnPRsJ4_068,r,1,79
8Hj3GnPRsJ4_068,r,1,36
8Hj3GnPRsJ4_069,r,1,12
8Hj3GnPRsJ4_069,r,1,17
8Hj3GnPRsJ4_069,r,1,79
8Hj3GnPRsJ4_069,r,1,69
8Hj3GnPRsJ4_070,r,1,12
8Hj3GnPRsJ4_070,r,1,17
8Hj3GnPRsJ4_070,r,1,79
8Hj3GnPRsJ4_071,r,1,12
8Hj3GnPRsJ4_071,r,1,17
8Hj3GnPRsJ4_071,r,1,79
8Hj3GnPRsJ4_072,r,1,12
8Hj3GnPRsJ4_072,r,1,17
8Hj3GnPRsJ4_072,r,1,79
8Hj3GnPRsJ4_072,r,1,26
8Hj3GnPRsJ4_072,r,1,47
8Hj3GnPRsJ4_073,r,1,12
8Hj3GnPRsJ4_073,r,1,17
8Hj3GnPRsJ4_073,r,1,79
8Hj3GnPRsJ4_073,r,1,26
8Hj3GnPRsJ4_073,r,1,36
8Hj3GnPRsJ4_074,r,1,12
8Hj3GnPRsJ4_074,r,1,17
8Hj3GnPRsJ4_074,r,1,79
8Hj3GnPRsJ4_074,r,1,47
94-puZit3DA_002,r,1,12
94-puZit3DA_002,r,1,79
94-puZit3DA_003,r,1,12
94-puZit3DA_003,r,1,79
94-puZit3DA_003,r,1,69
94-puZit3DA_004,r,1,12
94-puZit3DA_004,r,1,36
94-puZit3DA_004,r,1,79
94-puZit3DA_004,r,1,69
94-puZit3DA_005,r,1,12
94-puZit3DA_005,r,1,17
94-puZit3DA_005,r,1,79
94-puZit3DA_005,r,1,36
94-puZit3DA_007,r,1,12
94-puZit3DA_007,r,1,17
94-puZit3DA_007,r,1,79
94-puZit3DA_007,r,1,60
94-puZit3DA_008,r,1,12
94-puZit3DA_008,r,1,17
94-puZit3DA_008,r,1,79
94-puZit3DA_008,r,1,60
94-puZit3DA_008,r,1,47
94-puZit3DA_009,r,1,12
94-puZit3DA_009,r,1,17
94-puZit3DA_009,r,1,36
94-puZit3DA_009,r,1,47
94-puZit3DA_010,r,1,12
94-puZit3DA_010,r,1,17
94-puZit3DA_010,r,1,79
94-puZit3DA_011,r,1,12
94-puZit3DA_011,r,1,17
94-puZit3DA_011,r,1,79
94-puZit3DA_012,r,1,12
94-puZit3DA_012,r,1,17
94-puZit3DA_012,r,1,79
94-puZit3DA_012,r,1,36
94-puZit3DA_013,r,1,12
94-puZit3DA_013,r,1,17
94-puZit3DA_013,r,1,79
94-puZit3DA_014,r,1,12
94-puZit3DA_014,r,1,17
94-puZit3DA_014,r,1,79
94-puZit3DA_015,r,1,12
94-puZit3DA_015,r,1,17
94-puZit3DA_015,r,1,79
94-puZit3DA_016,r,1,12
94-puZit3DA_016,r,1,17
94-puZit3DA_016,r,1,79
94-puZit3DA_017,r,1,12
94-puZit3DA_017,r,1,17
94-puZit3DA_017,r,1,79
94-puZit3DA_018,r,1,12
94-puZit3DA_018,r,1,17
94-puZit3DA_018,r,1,79
94-puZit3DA_018,r,1,69
9t_cB7FFYVI_001,r,1,12
9t_cB7FFYVI_001,r,1,17
9t_cB7FFYVI_001,r,2,14
9t_cB7FFYVI_001,r,2,59
9t_cB7FFYVI_013,r,2,12
9t_cB7FFYVI_022,r,1,12
9t_cB7FFYVI_022,r,2,12
9t_cB7FFYVI_027,r,2,12
9t_cB7FFYVI_028,r,1,6
9t_cB7FFYVI_028,r,2,12
9t_cB7FFYVI_036,r,1,59
9t_cB7FFYVI_036,r,1,6
9t_cB7FFYVI_037,r,1,12
9t_cB7FFYVI_037,r,2,12
9t_cB7FFYVI_037,r,2,17
9t_cB7FFYVI_038,r,1,12
9t_cB7FFYVI_038,r,1,6
9t_cB7FFYVI_038,r,2,14
9t_cB7FFYVI_041,r,1,12
9t_cB7FFYVI_041,r,2,6
9t_cB7FFYVI_042,r,1,12
9t_cB7FFYVI_042,r,1,17
9t_cB7FFYVI_042,r,2,1
9t_cB7FFYVI_042,r,2,14
9t_cB7FFYVI_044,r,1,11
9t_cB7FFYVI_044,r,1,6
9t_cB7FFYVI_044,r,1,57
9t_cB7FFYVI_044,r,1,17
9t_cB7FFYVI_044,r,2,12
9t_cB7FFYVI_044,r,3,12
9t_cB7FFYVI_044,r,3,17
AErpXJq67LM_000,r,1,12
AErpXJq67LM_000,r,1,80
AErpXJq67LM_000,r,2,12
AErpXJq67LM_000,r,2,17
AErpXJq67LM_000,r,2,79
AErpXJq67LM_001,r,1,12
AErpXJq67LM_001,r,1,69
AErpXJq67LM_001,r,2,17
AErpXJq67LM_001,r,2,12
AErpXJq67LM_001,r,2,79
AErpXJq67LM_001,r,2,69
AErpXJq67LM_002,r,1,12
AErpXJq67LM_002,r,1,17
AErpXJq67LM_002,r,1,79
AErpXJq67LM_002,r,2,12
AErpXJq67LM_002,r,2,69
AErpXJq67LM_003,r,1,12
AErpXJq67LM_003,r,1,17
AErpXJq67LM_003,r,1,79
AErpXJq67LM_003,r,2,12
AErpXJq67LM_004,r,1,12
AErpXJq67LM_004,r,1,17
AErpXJq67LM_004,r,1,79
AErpXJq67LM_004,r,2,12
AErpXJq67LM_005,r,1,12
AErpXJq67LM_005,r,2,12
AErpXJq67LM_005,r,2,17
AErpXJq67LM_005,r,2,79
AErpXJq67LM_006,r,1,12
AErpXJq67LM_006,r,1,17
AErpXJq67LM_006,r,1,79
AErpXJq67LM_007,r,1,12
AErpXJq67LM_007,r,1,17
AErpXJq67LM_007,r,1,79
AErpXJq67LM_007,r,2,12
AErpXJq67LM_008,r,2,12
AErpXJq67LM_008,r,2,17
AErpXJq67LM_008,r,2,79
AErpXJq67LM_008,r,1,12
AErpXJq67LM_009,r,1,12
AErpXJq67LM_009,r,1,80
AErpXJq67LM_009,r,2,12
AErpXJq67LM_009,r,2,17
AErpXJq67LM_009,r,2,79
AErpXJq67LM_010,r,1,12
AErpXJq67LM_010,r,1,80
AErpXJq67LM_010,r,2,12
AErpXJq67LM_010,r,2,17
AErpXJq67LM_010,r,2,79
AErpXJq67LM_011,r,1,14
AErpXJq67LM_011,r,2,14
AErpXJq67LM_011,r,2,17
AErpXJq67LM_011,r,2,79
AErpXJq67LM_012,r,1,12
AErpXJq67LM_012,r,1,17
AErpXJq67LM_012,r,1,79
AErpXJq67LM_012,r,2,12
AErpXJq67LM_013,r,1,12
AErpXJq67LM_013,r,1,17
AErpXJq67LM_013,r,1,79
AErpXJq67LM_013,r,1,43
AErpXJq67LM_015,r,1,12
AErpXJq67LM_015,r,1,17
AErpXJq67LM_015,r,1,79
AErpXJq67LM_016,r,1,12
AErpXJq67LM_016,r,1,17
AErpXJq67LM_016,r,1,79
AErpXJq67LM_017,r,1,12
AErpXJq67LM_017,r,1,17
AErpXJq67LM_017,r,1,79
AErpXJq67LM_018,r,1,12
AErpXJq67LM_018,r,1,17
AErpXJq67LM_018,r,1,79
AErpXJq67LM_019,r,1,12
AErpXJq67LM_019,r,1,17
AErpXJq67LM_019,r,1,79
AErpXJq67LM_019,r,1,43
AErpXJq67LM_020,r,1,12
AErpXJq67LM_020,r,1,17
AErpXJq67LM_020,r,1,79
AErpXJq67LM_020,r,1,43
AErpXJq67LM_024,r,1,12
AErpXJq67LM_024,r,1,17
AErpXJq67LM_024,r,1,79
AErpXJq67LM_024,r,1,69
AErpXJq67LM_025,r,2,12
AErpXJq67LM_025,r,2,17
AErpXJq67LM_025,r,2,79
AErpXJq67LM_026,r,1,12
AErpXJq67LM_026,r,1,17
AErpXJq67LM_026,r,1,79
AErpXJq67LM_026,r,1,80
AErpXJq67LM_028,r,1,12
AErpXJq67LM_028,r,1,17
AErpXJq67LM_028,r,1,79
AErpXJq67LM_028,r,1,80
AErpXJq67LM_032,r,1,12
AErpXJq67LM_032,r,1,79
AErpXJq67LM_032,r,1,80
AErpXJq67LM_033,r,1,12
AErpXJq67LM_033,r,1,80
AErpXJq67LM_033,r,2,12
AErpXJq67LM_033,r,2,17
AErpXJq67LM_033,r,2,79
AErpXJq67LM_034,r,1,12
AErpXJq67LM_034,r,1,17
AErpXJq67LM_034,r,1,79
AErpXJq67LM_035,r,1,12
AErpXJq67LM_035,r,1,17
AErpXJq67LM_035,r,1,79
AErpXJq67LM_035,r,1,80
AErpXJq67LM_036,r,1,12
AErpXJq67LM_036,r,1,17
AErpXJq67LM_036,r,1,79
AErpXJq67LM_036,r,1,80
AErpXJq67LM_037,r,1,12
AErpXJq67LM_037,r,1,17
AErpXJq67LM_037,r,1,79
AErpXJq67LM_037,r,1,80
AErpXJq67LM_038,r,1,12
AErpXJq67LM_038,r,1,17
AErpXJq67LM_038,r,1,79
AErpXJq67LM_038,r,1,80
AErpXJq67LM_038,r,2,12
AErpXJq67LM_038,r,2,17
AErpXJq67LM_039,r,1,12
AErpXJq67LM_039,r,1,17
AErpXJq67LM_039,r,1,79
AErpXJq67LM_039,r,2,14
AErpXJq67LM_039,r,2,43
AErpXJq67LM_040,r,1,14
AErpXJq67LM_040,r,1,43
AErpXJq67LM_040,r,1,59
AErpXJq67LM_041,r,1,14
AErpXJq67LM_042,r,1,12
AErpXJq67LM_042,r,1,17
AErpXJq67LM_042,r,1,79
AErpXJq67LM_043,r,1,12
AErpXJq67LM_043,r,1,17
AErpXJq67LM_043,r,1,79
AErpXJq67LM_044,r,1,12
AErpXJq67LM_044,r,1,17
AErpXJq67LM_044,r,1,79
AErpXJq67LM_045,r,1,12
AErpXJq67LM_045,r,1,17
AErpXJq67LM_045,r,1,79
AErpXJq67LM_047,r,1,12
AErpXJq67LM_047,r,1,17
AErpXJq67LM_047,r,1,79
AErpXJq67LM_047,r,1,80
AErpXJq67LM_047,r,2,12
AErpXJq67LM_047,r,2,80
AErpXJq67LM_048,r,1,12
AErpXJq67LM_048,r,1,17
AErpXJq67LM_048,r,1,79
AErpXJq67LM_049,r,1,12
AErpXJq67LM_049,r,1,79
AErpXJq67LM_049,r,1,17
AErpXJq67LM_049,r,1,80
AErpXJq67LM_049,r,1,65
AErpXJq67LM_049,r,2,12
AErpXJq67LM_049,r,2,78
AErpXJq67LM_049,r,2,80
AErpXJq67LM_050,r,1,12
AErpXJq67LM_050,r,1,80
AErpXJq67LM_053,r,1,12
AErpXJq67LM_053,r,1,80
AErpXJq67LM_054,r,1,12
AErpXJq67LM_054,r,1,80
AErpXJq67LM_055,r,1,12
AErpXJq67LM_055,r,1,80
AErpXJq67LM_067,r,1,12
AErpXJq67LM_067,r,1,17
AErpXJq67LM_067,r,1,79
AErpXJq67LM_068,r,1,12
AErpXJq67LM_068,r,1,17
AErpXJq67LM_068,r,1,79
AErpXJq67LM_068,r,1,45
AErpXJq67LM_071,r,1,12
AErpXJq67LM_071,r,1,17
AErpXJq67LM_071,r,2,12
AErpXJq67LM_071,r,2,17
AErpXJq67LM_071,r,2,79
AErpXJq67LM_072,r,1,12
AErpXJq67LM_072,r,1,17
AErpXJq67LM_072,r,2,12
AErpXJq67LM_072,r,2,17
AErpXJq67LM_072,r,2,79
AErpXJq67LM_073,r,1,12
AErpXJq67LM_073,r,1,17
AErpXJq67LM_073,r,1,80
AErpXJq67LM_073,r,2,12
AErpXJq67LM_073,r,2,17
AErpXJq67LM_073,r,2,79
AErpXJq67LM_075,r,1,12
AErpXJq67LM_075,r,1,17
AErpXJq67LM_075,r,1,79
AErpXJq67LM_075,r,2,12
AErpXJq67LM_075,r,2,17
AErpXJq67LM_076,r,1,12
AErpXJq67LM_076,r,1,17
AErpXJq67LM_076,r,2,12
